FAM2247|F0132|MFA01885|30/11/2007|MMSNS250|PACK|30/11/2007|50.0|50.0|NONE|7992|TRI|29/11/2007| ||
FAM2248|F0150|MFA01886|30/11/2007|MFSAI250|BTL|30/11/2007|5.0|5.0|NONE|7991|TRI|29/11/2007| ||
FAM2249|F0123|MFA01887|30/11/2007|MFSAI250|BTL|30/11/2007|10.0|10.0|NONE|7990|TRI|29/11/2007| ||
FAM2250|F0055|MFA01888|30/11/2007|MMEVT100|PACK|30/11/2007|10.0|10.0|NONE|7850|TRI|29/11/2007| ||
FAM2251|F0061|MFA01889|30/11/2007|MROIQ001|KG|30/11/2007|7.0|7.0|NONE|7849|TRI|29/11/2007| ||
FAM2252|F0083|MFA01890|30/11/2007|MMEDP250|PACK|30/11/2007|8.0|8.0|NONE|7847|AING|30/11/2007| ||
FAM2253|F0174|MFA01890|30/11/2007|MMEDP250|PACK|30/11/2007|6.0|6.0|NONE|7848|AING|30/11/2007| ||
FAM2254|F0083|MFA01891|30/11/2007|MEKTM100|BKS|30/11/2007|1.0|1.0|NONE|7846|AING|30/11/2007| ||
FAM2255|F0145|MFA01892|30/11/2007|MSIQN001|BTL|30/11/2007|1.0|1.0|NONE|7844|AING|30/11/2007| ||
FAM2256|F0146|MFA01892|30/11/2007|MSIQN001|BTL|30/11/2007|1.0|1.0|NONE|7845|AING|30/11/2007| ||
FAM2257|F0150|MFA01892|30/11/2007|MSIQN001|BTL|30/11/2007|2.0|2.0|NONE|7843|AING|30/11/2007| ||
FAM2258|K059|MFA01892|30/11/2007|MSIQN001|BTL|30/11/2007|2.0|2.0|NONE|7842|AING|30/11/2007| ||
FAM2259|F0118|MFA01893|30/11/2007|MSIQN001|BTL|30/11/2007|1.0|1.0|NONE|7839|AING|30/11/2007| ||
FAM2260|F0149|MFA01893|30/11/2007|MSIQN001|BTL|30/11/2007|2.0|2.0|NONE|7840|AING|30/11/2007| ||
FAM2261|F0155|MFA01893|30/11/2007|MSIQN001|BTL|30/11/2007|1.0|1.0|NONE|7838|AING|30/11/2007| ||
FAM2262|K063|MFA01893|30/11/2007|MSIQN001|BTL|30/11/2007|1.0|1.0|NONE|7841|AING|30/11/2007| ||
FAM2263|F0067I|MFA01894|30/11/2007|MSIQN001|BTL|30/11/2007|1.0|1.0|NONE|7837|AING|30/11/2007| ||
FAM2264|F0104E|MFA01894|30/11/2007|MSIQN001|BTL|30/11/2007|1.0|1.0|NONE|7836|AING|30/11/2007| ||
FAM2265|F0122A|MFA01894|30/11/2007|MSIQN001|BTL|30/11/2007|2.0|2.0|NONE|7835|AING|30/11/2007| ||
FAM2266|K026|MFA01894|30/11/2007|MSIQN001|BTL|30/11/2007|1.0|1.0|NONE|7834|AING|30/11/2007| ||
FAM2267|F0086A|MFA01895|30/11/2007|MSIQN001|BTL|30/11/2007|1.0|1.0|NONE|7831|AING|30/11/2007| ||
FAM2268|F0157|MFA01895|30/11/2007|MSIQN001|BTL|30/11/2007|1.0|1.0|NONE|7832|AING|30/11/2007| ||
FAM2269|K014|MFA01895|30/11/2007|MSIQN001|BTL|30/11/2007|1.0|1.0|NONE|7833|AING|30/11/2007| ||
FAM2270|F0118|MFA01896|30/11/2007|MLGLU001|BTL|30/11/2007|2.0|2.0|NONE|7828|AING|30/11/2007| ||
FAM2271|F0122A|MFA01896|30/11/2007|MLGLU001|BTL|30/11/2007|2.0|2.0|NONE|7827|AING|30/11/2007| ||
FAM2272|F0162|MFA01896|30/11/2007|MLGLU001|BTL|30/11/2007|1.0|1.0|NONE|7830|AING|30/11/2007| ||
FAM2273|K035|MFA01897|30/11/2007|MEKAA500|PACK|30/11/2007|1.0|1.0|NONE|7825|AING|30/11/2007| ||
FAM2274|K055|MFA01897|30/11/2007|MEKAA500|PACK|30/11/2007|1.0|1.0|NONE|7826|AING|30/11/2007| ||
FAM2275|K059|MFA01897|30/11/2007|MEKAA500|PACK|30/11/2007|1.0|1.0|NONE|7829|AING|30/11/2007| ||
FAM2276|F0171|MFA01898|30/11/2007|MMEDP250|PACK|30/11/2007|4.0|4.0|NONE|7824|AING|30/11/2007| ||
FAM2277|F0171|MFA01899|30/11/2007|MEKTM100|BKS|30/11/2007|3.0|3.0|NONE|7823|AING|30/11/2007| ||
